group_col,group_key,tier,n_predictions,n_with_ground_truth,mae_group,mae_interpersonal,mean_error_group,mean_error_interpersonal,band_acc_group,band_acc_interpersonal
Age,53.0,v3_voice,6,6,5.666666666666667,2.3333333333333335,4.0,-0.3333333333333333,0.3333333333333333,0.6666666666666666
Age,54.0,demos,2,2,7.5,4.5,7.5,1.5,0.5,0.5
Age,54.0,employment,2,2,7.5,4.5,7.5,1.5,0.5,0.5
Age,54.0,full,2,2,7.5,4.5,7.5,1.5,0.5,0.5
Age,54.0,geo,2,2,7.5,4.5,7.5,1.5,0.5,0.5
Age,54.0,transit,2,2,7.5,4.5,7.5,1.5,0.5,0.5
Age,54.0,v3_public_transit,2,2,7.5,4.5,7.5,1.5,0.5,0.5
Age,54.0,v3_rideshare,2,2,7.5,4.5,7.5,1.5,0.5,0.5
Age,54.0,v3_voice,2,2,7.5,4.5,7.5,1.5,0.5,0.5
Age,56.0,demos,6,6,7.166666666666667,4.666666666666667,4.166666666666667,0.3333333333333333,0.16666666666666666,0.5
Age,56.0,employment,6,6,7.166666666666667,4.666666666666667,4.166666666666667,0.3333333333333333,0.16666666666666666,0.5
Age,56.0,full,6,6,7.166666666666667,4.666666666666667,4.166666666666667,0.3333333333333333,0.16666666666666666,0.5
Age,56.0,geo,6,6,7.166666666666667,4.666666666666667,4.166666666666667,0.3333333333333333,0.16666666666666666,0.5
Age,56.0,transit,6,6,7.166666666666667,4.666666666666667,4.166666666666667,0.3333333333333333,0.16666666666666666,0.5
Age,56.0,v3_public_transit,6,6,7.166666666666667,4.666666666666667,4.166666666666667,0.3333333333333333,0.16666666666666666,0.5
Age,56.0,v3_rideshare,6,6,7.166666666666667,4.666666666666667,4.166666666666667,0.3333333333333333,0.16666666666666666,0.5
Age,56.0,v3_voice,6,6,7.166666666666667,4.666666666666667,4.166666666666667,0.3333333333333333,0.16666666666666666,0.5
Age,58.0,demos,2,2,4.0,4.5,-4.0,-4.5,0.0,0.0
Age,58.0,employment,2,2,4.0,4.5,-4.0,-4.5,0.0,0.0
Age,58.0,full,2,2,4.0,4.5,-4.0,-4.5,0.0,0.0
Age,58.0,geo,2,2,4.0,4.5,-4.0,-4.5,0.0,0.0
Age,58.0,transit,2,2,4.0,4.5,-4.0,-4.5,0.0,0.0
Age,58.0,v3_public_transit,2,2,4.0,4.5,-4.0,-4.5,0.0,0.0
Age,58.0,v3_rideshare,2,2,4.0,4.5,-4.0,-4.5,0.0,0.0
Age,58.0,v3_voice,2,2,4.0,4.5,-4.0,-4.5,0.0,0.0
Age,59.0,demos,1,1,8.0,3.0,8.0,3.0,0.0,1.0
Age,59.0,employment,1,1,8.0,3.0,8.0,3.0,0.0,1.0
Age,59.0,full,1,1,8.0,3.0,8.0,3.0,0.0,1.0
Age,59.0,geo,1,1,8.0,3.0,8.0,3.0,0.0,1.0
Age,59.0,transit,1,1,8.0,3.0,8.0,3.0,0.0,1.0
Age,59.0,v3_public_transit,1,1,8.0,3.0,8.0,3.0,0.0,1.0
Age,59.0,v3_rideshare,1,1,8.0,3.0,8.0,3.0,0.0,1.0
Age,59.0,v3_voice,1,1,8.0,3.0,8.0,3.0,0.0,1.0
Age,60.0,demos,3,3,5.333333333333333,1.3333333333333333,5.333333333333333,0.6666666666666666,0.3333333333333333,1.0
Age,60.0,employment,3,3,5.333333333333333,1.3333333333333333,5.333333333333333,0.6666666666666666,0.3333333333333333,1.0
Age,60.0,full,3,3,5.333333333333333,1.3333333333333333,5.333333333333333,0.6666666666666666,0.3333333333333333,1.0
Age,60.0,geo,3,3,5.333333333333333,1.3333333333333333,5.333333333333333,0.6666666666666666,0.3333333333333333,1.0
Age,60.0,transit,3,3,5.333333333333333,1.3333333333333333,5.333333333333333,0.6666666666666666,0.3333333333333333,1.0
Age,60.0,v3_public_transit,3,3,5.333333333333333,1.3333333333333333,5.333333333333333,0.6666666666666666,0.3333333333333333,1.0
Age,60.0,v3_rideshare,3,3,5.333333333333333,1.3333333333333333,5.333333333333333,0.6666666666666666,0.3333333333333333,1.0
Age,60.0,v3_voice,3,3,5.333333333333333,1.3333333333333333,5.333333333333333,0.6666666666666666,0.3333333333333333,1.0
Age,61.0,demos,2,2,5.0,6.5,3.0,-0.5,0.0,0.5
Age,61.0,employment,2,2,5.0,6.5,3.0,-0.5,0.0,0.5
Age,61.0,full,2,2,5.0,6.5,3.0,-0.5,0.0,0.5
Age,61.0,geo,2,2,5.0,6.5,3.0,-0.5,0.0,0.5
Age,61.0,transit,2,2,5.0,6.5,3.0,-0.5,0.0,0.5
Age,61.0,v3_public_transit,2,2,5.0,6.5,3.0,-0.5,0.0,0.5
Age,61.0,v3_rideshare,2,2,5.0,6.5,3.0,-0.5,0.0,0.5
Age,61.0,v3_voice,2,2,5.0,6.5,3.0,-0.5,0.0,0.5
Age,62.0,demos,3,3,6.333333333333333,5.0,-1.6666666666666667,-5.0,0.6666666666666666,0.3333333333333333
Age,62.0,employment,3,3,6.333333333333333,5.0,-1.6666666666666667,-5.0,0.6666666666666666,0.3333333333333333
Age,62.0,full,3,3,4.333333333333333,1.6666666666666667,0.3333333333333333,-0.3333333333333333,1.0,0.6666666666666666
Age,62.0,geo,3,3,6.333333333333333,5.0,-1.6666666666666667,-5.0,0.6666666666666666,0.3333333333333333
Age,62.0,transit,3,3,6.333333333333333,5.0,-1.6666666666666667,-5.0,0.6666666666666666,0.3333333333333333
Age,62.0,v3_public_transit,3,3,6.333333333333333,5.0,-1.6666666666666667,-5.0,0.6666666666666666,0.3333333333333333
Age,62.0,v3_rideshare,3,3,6.333333333333333,5.0,-1.6666666666666667,-5.0,0.6666666666666666,0.3333333333333333
Age,62.0,v3_voice,3,3,5.0,1.3333333333333333,-0.3333333333333333,-0.6666666666666666,1.0,0.6666666666666666
Age,63.0,demos,2,2,3.5,7.0,2.5,-1.0,0.5,0.5
Age,63.0,employment,2,2,3.5,7.0,2.5,-1.0,0.5,0.5
Age,63.0,full,2,2,3.5,7.0,2.5,-1.0,0.5,0.5
Age,63.0,geo,2,2,3.5,7.0,2.5,-1.0,0.5,0.5
Age,63.0,transit,2,2,3.5,7.0,2.5,-1.0,0.5,0.5
Age,63.0,v3_public_transit,2,2,3.5,7.0,2.5,-1.0,0.5,0.5
Age,63.0,v3_rideshare,2,2,3.5,7.0,2.5,-1.0,0.5,0.5
Age,63.0,v3_voice,2,2,3.5,7.0,2.5,-1.0,0.5,0.5
Age,64.0,demos,3,3,5.333333333333333,3.6666666666666665,5.333333333333333,1.0,0.6666666666666666,0.6666666666666666
Age,64.0,employment,3,3,5.333333333333333,3.6666666666666665,5.333333333333333,1.0,0.6666666666666666,0.6666666666666666
Age,64.0,full,3,3,5.333333333333333,3.6666666666666665,5.333333333333333,1.0,0.6666666666666666,0.6666666666666666
Age,64.0,geo,3,3,5.333333333333333,3.6666666666666665,5.333333333333333,1.0,0.6666666666666666,0.6666666666666666
Age,64.0,transit,3,3,5.333333333333333,3.6666666666666665,5.333333333333333,1.0,0.6666666666666666,0.6666666666666666
Age,64.0,v3_public_transit,3,3,5.333333333333333,3.6666666666666665,5.333333333333333,1.0,0.6666666666666666,0.6666666666666666
Age,64.0,v3_rideshare,3,3,5.333333333333333,3.6666666666666665,5.333333333333333,1.0,0.6666666666666666,0.6666666666666666
Age,64.0,v3_voice,3,3,5.333333333333333,3.6666666666666665,5.333333333333333,1.0,0.6666666666666666,0.6666666666666666
Age,65.0,demos,1,1,10.0,5.0,10.0,5.0,0.0,1.0
Age,65.0,employment,1,1,10.0,5.0,10.0,5.0,0.0,1.0
Age,65.0,full,1,1,10.0,5.0,10.0,5.0,0.0,1.0
Age,65.0,geo,1,1,10.0,5.0,10.0,5.0,0.0,1.0
Age,65.0,transit,1,1,10.0,5.0,10.0,5.0,0.0,1.0
Age,65.0,v3_public_transit,1,1,10.0,5.0,10.0,5.0,0.0,1.0
Age,65.0,v3_rideshare,1,1,10.0,5.0,10.0,5.0,0.0,1.0
Age,65.0,v3_voice,1,1,10.0,5.0,10.0,5.0,0.0,1.0
Age,66.0,demos,2,2,3.5,2.5,3.5,-2.5,1.0,0.0
Age,66.0,employment,2,2,3.5,2.5,3.5,-2.5,1.0,0.0
Age,66.0,full,2,2,5.5,3.5,5.5,0.5,0.5,0.5
Age,66.0,geo,2,2,3.5,2.5,3.5,-2.5,1.0,0.0
Age,66.0,transit,2,2,3.5,2.5,3.5,-2.5,1.0,0.0
Age,66.0,v3_public_transit,2,2,3.5,2.5,3.5,-2.5,1.0,0.0
Age,66.0,v3_rideshare,2,2,3.5,2.5,3.5,-2.5,1.0,0.0
Age,66.0,v3_voice,2,2,3.5,2.5,3.5,-2.5,1.0,0.0
Age,67.0,demos,2,2,4.0,4.0,0.0,2.0,0.0,0.0
Age,67.0,employment,2,2,4.0,4.0,0.0,2.0,0.0,0.0
Age,67.0,full,2,2,2.0,1.0,-2.0,-1.0,0.5,0.5
Age,67.0,geo,2,2,2.0,1.0,-2.0,-1.0,0.5,0.5
Age,67.0,transit,2,2,2.0,1.0,-2.0,-1.0,0.5,0.5
Age,67.0,v3_public_transit,2,2,2.0,1.0,-2.0,-1.0,0.5,0.5
Age,67.0,v3_rideshare,2,2,2.0,1.0,-2.0,-1.0,0.5,0.5
Age,67.0,v3_voice,2,2,2.0,1.0,-2.0,-1.0,0.5,0.5
Age,68.0,demos,1,1,10.0,10.0,10.0,10.0,0.0,0.0
Age,68.0,employment,1,1,10.0,10.0,10.0,10.0,0.0,0.0
Age,68.0,full,1,1,10.0,10.0,10.0,10.0,0.0,0.0
Age,68.0,geo,1,1,6.0,4.0,6.0,4.0,0.0,1.0
Age,68.0,transit,1,1,10.0,10.0,10.0,10.0,0.0,0.0
Age,68.0,v3_public_transit,1,1,10.0,10.0,10.0,10.0,0.0,0.0
Age,68.0,v3_rideshare,1,1,6.0,4.0,6.0,4.0,0.0,1.0
Age,68.0,v3_voice,1,1,6.0,4.0,6.0,4.0,0.0,1.0
Age,70.0,demos,3,3,7.333333333333333,10.666666666666666,0.6666666666666666,-5.333333333333333,0.3333333333333333,0.0
Age,70.0,employment,3,3,7.333333333333333,10.666666666666666,0.6666666666666666,-5.333333333333333,0.3333333333333333,0.0
Age,70.0,full,3,3,7.333333333333333,10.666666666666666,-2.0,-9.333333333333334,0.0,0.3333333333333333
Age,70.0,geo,3,3,7.333333333333333,10.666666666666666,-2.0,-9.333333333333334,0.0,0.3333333333333333
Age,70.0,transit,3,3,6.0,8.666666666666666,-0.6666666666666666,-7.333333333333333,0.3333333333333333,0.3333333333333333
Age,70.0,v3_public_transit,3,3,8.666666666666666,12.666666666666666,-0.6666666666666666,-7.333333333333333,0.0,0.0
Age,70.0,v3_rideshare,3,3,8.666666666666666,12.666666666666666,-0.6666666666666666,-7.333333333333333,0.0,0.0
Age,70.0,v3_voice,3,3,7.333333333333333,10.666666666666666,-2.0,-9.333333333333334,0.0,0.3333333333333333
Age,72.0,demos,1,1,11.0,7.0,11.0,7.0,0.0,0.0
Age,72.0,employment,1,1,11.0,7.0,11.0,7.0,0.0,0.0
Age,72.0,full,1,1,7.0,1.0,7.0,1.0,0.0,1.0
Age,72.0,geo,1,1,11.0,7.0,11.0,7.0,0.0,0.0
Age,72.0,transit,1,1,11.0,7.0,11.0,7.0,0.0,0.0
Age,72.0,v3_public_transit,1,1,11.0,7.0,11.0,7.0,0.0,0.0
Age,72.0,v3_rideshare,1,1,11.0,7.0,11.0,7.0,0.0,0.0
Age,72.0,v3_voice,1,1,7.0,1.0,7.0,1.0,0.0,1.0
Age,74.0,demos,1,1,16.0,12.0,16.0,12.0,0.0,0.0
Age,74.0,employment,1,1,16.0,12.0,16.0,12.0,0.0,0.0
Age,74.0,full,1,1,12.0,4.0,12.0,4.0,0.0,1.0
Age,74.0,geo,1,1,16.0,12.0,16.0,12.0,0.0,0.0
Age,74.0,transit,1,1,16.0,12.0,16.0,12.0,0.0,0.0
Age,74.0,v3_public_transit,1,1,16.0,12.0,16.0,12.0,0.0,0.0
Age,74.0,v3_rideshare,1,1,16.0,12.0,16.0,12.0,0.0,0.0
Age,74.0,v3_voice,1,1,12.0,4.0,12.0,4.0,0.0,1.0
Age,75.0,demos,1,1,0.0,6.0,0.0,-6.0,1.0,0.0
Age,75.0,employment,1,1,0.0,6.0,0.0,-6.0,1.0,0.0
Age,75.0,full,1,1,0.0,6.0,0.0,-6.0,1.0,0.0
Age,75.0,geo,1,1,0.0,6.0,0.0,-6.0,1.0,0.0
Age,75.0,transit,1,1,0.0,6.0,0.0,-6.0,1.0,0.0
Age,75.0,v3_public_transit,1,1,0.0,6.0,0.0,-6.0,1.0,0.0
Age,75.0,v3_rideshare,1,1,0.0,6.0,0.0,-6.0,1.0,0.0
Age,75.0,v3_voice,1,1,0.0,6.0,0.0,-6.0,1.0,0.0
Age,77.0,demos,1,1,2.0,1.0,-2.0,-1.0,1.0,1.0
Age,77.0,employment,1,1,2.0,1.0,-2.0,-1.0,1.0,1.0
Age,77.0,full,1,1,2.0,1.0,-2.0,-1.0,1.0,1.0
Age,77.0,geo,1,1,2.0,1.0,-2.0,-1.0,1.0,1.0
Age,77.0,transit,1,1,2.0,1.0,-2.0,-1.0,1.0,1.0
Age,77.0,v3_public_transit,1,1,2.0,1.0,-2.0,-1.0,1.0,1.0
Age,77.0,v3_rideshare,1,1,2.0,1.0,-2.0,-1.0,1.0,1.0
Age,77.0,v3_voice,1,1,2.0,1.0,-2.0,-1.0,1.0,1.0
