participant_id,tier,provider,model,latency_seconds,raw_response,error,pred_group_ca,pred_interpersonal_ca,pred_group_band,pred_interpersonal_band,Age,Sex,Country of residence,Student status,Employment status,LocationLatitude,LocationLongitude,Q26,Q27,Q28,Q29,gt_group_ca,gt_interpersonal_ca,gt_group_band,gt_interpersonal_band,error_group,abs_error_group,score_distance_group,norm_score_distance_group,exact_match_group,pred_group_band_reported,pred_group_band_resolved,band_match_group,band_distance_group,norm_band_distance_group,error_interpersonal,abs_error_interpersonal,score_distance_interpersonal,norm_score_distance_interpersonal,exact_match_interpersonal,pred_interpersonal_band_reported,pred_interpersonal_band_resolved,band_match_interpersonal,band_distance_interpersonal,norm_band_distance_interpersonal
844eb500254d91c59c46b13b4e2c9bb9c2bd487a3dfea1240570cee252a1b229,employment,mock,mock-persona,0.0,"{""self_reported_group_ca"": 6, ""self_reported_interpersonal_ca"": 6, ""self_reported_band_group"": ""low"", ""self_reported_band_interpersonal"": ""low""}",,6,6,low,low,24.0,Female,United States,No,Full-Time,37.690999999999995,-97.122,2-4 days a month,3-4 rides in a typical day,4-8 days a month,5-6 rides in a typical day,18,17,moderate,moderate,-12,12,12,0.5,False,low,low,False,1,0.5,-11,11,11,0.4583333333333333,False,low,low,False,1,0.5
844eb500254d91c59c46b13b4e2c9bb9c2bd487a3dfea1240570cee252a1b229,geo,mock,mock-persona,0.0,"{""self_reported_group_ca"": 7, ""self_reported_interpersonal_ca"": 22, ""self_reported_band_group"": ""low"", ""self_reported_band_interpersonal"": ""high""}",,7,22,low,high,24.0,Female,United States,No,Full-Time,37.690999999999995,-97.122,2-4 days a month,3-4 rides in a typical day,4-8 days a month,5-6 rides in a typical day,18,17,moderate,moderate,-11,11,11,0.4583333333333333,False,low,low,False,1,0.5,5,5,5,0.20833333333333334,False,high,high,False,1,0.5
844eb500254d91c59c46b13b4e2c9bb9c2bd487a3dfea1240570cee252a1b229,transit,mock,mock-persona,0.0,"{""self_reported_group_ca"": 18, ""self_reported_interpersonal_ca"": 28, ""self_reported_band_group"": ""moderate"", ""self_reported_band_interpersonal"": ""high""}",,18,28,moderate,high,24.0,Female,United States,No,Full-Time,37.690999999999995,-97.122,2-4 days a month,3-4 rides in a typical day,4-8 days a month,5-6 rides in a typical day,18,17,moderate,moderate,0,0,0,0.0,True,moderate,moderate,True,0,0.0,11,11,11,0.4583333333333333,False,high,high,False,1,0.5
844eb500254d91c59c46b13b4e2c9bb9c2bd487a3dfea1240570cee252a1b229,full,mock,mock-persona,0.0,"{""self_reported_group_ca"": 18, ""self_reported_interpersonal_ca"": 28, ""self_reported_band_group"": ""moderate"", ""self_reported_band_interpersonal"": ""high""}",,18,28,moderate,high,24.0,Female,United States,No,Full-Time,37.690999999999995,-97.122,2-4 days a month,3-4 rides in a typical day,4-8 days a month,5-6 rides in a typical day,18,17,moderate,moderate,0,0,0,0.0,True,moderate,moderate,True,0,0.0,11,11,11,0.4583333333333333,False,high,high,False,1,0.5
844eb500254d91c59c46b13b4e2c9bb9c2bd487a3dfea1240570cee252a1b229,v3_rideshare,mock,mock-persona,0.0,"{""self_reported_group_ca"": 12, ""self_reported_interpersonal_ca"": 11, ""self_reported_band_group"": ""low"", ""self_reported_band_interpersonal"": ""low""}",,12,11,low,low,24.0,Female,United States,No,Full-Time,37.690999999999995,-97.122,2-4 days a month,3-4 rides in a typical day,4-8 days a month,5-6 rides in a typical day,18,17,moderate,moderate,-6,6,6,0.25,False,low,low,False,1,0.5,-6,6,6,0.25,False,low,low,False,1,0.5
844eb500254d91c59c46b13b4e2c9bb9c2bd487a3dfea1240570cee252a1b229,v3_public_transit,mock,mock-persona,0.0,"{""self_reported_group_ca"": 6, ""self_reported_interpersonal_ca"": 27, ""self_reported_band_group"": ""low"", ""self_reported_band_interpersonal"": ""high""}",,6,27,low,high,24.0,Female,United States,No,Full-Time,37.690999999999995,-97.122,2-4 days a month,3-4 rides in a typical day,4-8 days a month,5-6 rides in a typical day,18,17,moderate,moderate,-12,12,12,0.5,False,low,low,False,1,0.5,10,10,10,0.4166666666666667,False,high,high,False,1,0.5
844eb500254d91c59c46b13b4e2c9bb9c2bd487a3dfea1240570cee252a1b229,v3_voice,mock,mock-persona,0.0,"{""self_reported_group_ca"": 7, ""self_reported_interpersonal_ca"": 22, ""self_reported_band_group"": ""low"", ""self_reported_band_interpersonal"": ""high""}",,7,22,low,high,24.0,Female,United States,No,Full-Time,37.690999999999995,-97.122,2-4 days a month,3-4 rides in a typical day,4-8 days a month,5-6 rides in a typical day,18,17,moderate,moderate,-11,11,11,0.4583333333333333,False,low,low,False,1,0.5,5,5,5,0.20833333333333334,False,high,high,False,1,0.5
39a9136943f8a7886af88754707938890f970b883f9549819bf4c3315665c66a,demos,mock,mock-persona,0.0,"{""self_reported_group_ca"": 24, ""self_reported_interpersonal_ca"": 12, ""self_reported_band_group"": ""high"", ""self_reported_band_interpersonal"": ""low""}",,24,12,high,low,30.0,Female,United States,No,Part-Time,42.1686,-73.04310000000001,8 or more days a month,1-2 rides in a typical day,2-4 days a month,1-2 rides in a typical day,13,12,low,low,11,11,11,0.4583333333333333,False,high,high,False,2,1.0,0,0,0,0.0,True,low,low,True,0,0.0
39a9136943f8a7886af88754707938890f970b883f9549819bf4c3315665c66a,employment,mock,mock-persona,0.0,"{""self_reported_group_ca"": 30, ""self_reported_interpersonal_ca"": 24, ""self_reported_band_group"": ""high"", ""self_reported_band_interpersonal"": ""high""}",,30,24,high,high,30.0,Female,United States,No,Part-Time,42.1686,-73.04310000000001,8 or more days a month,1-2 rides in a typical day,2-4 days a month,1-2 rides in a typical day,13,12,low,low,17,17,17,0.7083333333333334,False,high,high,False,2,1.0,12,12,12,0.5,False,high,high,False,2,1.0
39a9136943f8a7886af88754707938890f970b883f9549819bf4c3315665c66a,geo,mock,mock-persona,0.0,"{""self_reported_group_ca"": 30, ""self_reported_interpersonal_ca"": 30, ""self_reported_band_group"": ""high"", ""self_reported_band_interpersonal"": ""high""}",,30,30,high,high,30.0,Female,United States,No,Part-Time,42.1686,-73.04310000000001,8 or more days a month,1-2 rides in a typical day,2-4 days a month,1-2 rides in a typical day,13,12,low,low,17,17,17,0.7083333333333334,False,high,high,False,2,1.0,18,18,18,0.75,False,high,high,False,2,1.0
39a9136943f8a7886af88754707938890f970b883f9549819bf4c3315665c66a,transit,mock,mock-persona,0.0,"{""self_reported_group_ca"": 18, ""self_reported_interpersonal_ca"": 16, ""self_reported_band_group"": ""moderate"", ""self_reported_band_interpersonal"": ""moderate""}",,18,16,moderate,moderate,30.0,Female,United States,No,Part-Time,42.1686,-73.04310000000001,8 or more days a month,1-2 rides in a typical day,2-4 days a month,1-2 rides in a typical day,13,12,low,low,5,5,5,0.20833333333333334,False,moderate,moderate,False,1,0.5,4,4,4,0.16666666666666666,False,moderate,moderate,False,1,0.5
39a9136943f8a7886af88754707938890f970b883f9549819bf4c3315665c66a,full,mock,mock-persona,0.0,"{""self_reported_group_ca"": 18, ""self_reported_interpersonal_ca"": 16, ""self_reported_band_group"": ""moderate"", ""self_reported_band_interpersonal"": ""moderate""}",,18,16,moderate,moderate,30.0,Female,United States,No,Part-Time,42.1686,-73.04310000000001,8 or more days a month,1-2 rides in a typical day,2-4 days a month,1-2 rides in a typical day,13,12,low,low,5,5,5,0.20833333333333334,False,moderate,moderate,False,1,0.5,4,4,4,0.16666666666666666,False,moderate,moderate,False,1,0.5
39a9136943f8a7886af88754707938890f970b883f9549819bf4c3315665c66a,v3_rideshare,mock,mock-persona,0.0,"{""self_reported_group_ca"": 18, ""self_reported_interpersonal_ca"": 27, ""self_reported_band_group"": ""moderate"", ""self_reported_band_interpersonal"": ""high""}",,18,27,moderate,high,30.0,Female,United States,No,Part-Time,42.1686,-73.04310000000001,8 or more days a month,1-2 rides in a typical day,2-4 days a month,1-2 rides in a typical day,13,12,low,low,5,5,5,0.20833333333333334,False,moderate,moderate,False,1,0.5,15,15,15,0.625,False,high,high,False,2,1.0
39a9136943f8a7886af88754707938890f970b883f9549819bf4c3315665c66a,v3_public_transit,mock,mock-persona,0.0,"{""self_reported_group_ca"": 18, ""self_reported_interpersonal_ca"": 30, ""self_reported_band_group"": ""moderate"", ""self_reported_band_interpersonal"": ""high""}",,18,30,moderate,high,30.0,Female,United States,No,Part-Time,42.1686,-73.04310000000001,8 or more days a month,1-2 rides in a typical day,2-4 days a month,1-2 rides in a typical day,13,12,low,low,5,5,5,0.20833333333333334,False,moderate,moderate,False,1,0.5,18,18,18,0.75,False,high,high,False,2,1.0
39a9136943f8a7886af88754707938890f970b883f9549819bf4c3315665c66a,v3_voice,mock,mock-persona,0.0,"{""self_reported_group_ca"": 30, ""self_reported_interpersonal_ca"": 30, ""self_reported_band_group"": ""high"", ""self_reported_band_interpersonal"": ""high""}",,30,30,high,high,30.0,Female,United States,No,Part-Time,42.1686,-73.04310000000001,8 or more days a month,1-2 rides in a typical day,2-4 days a month,1-2 rides in a typical day,13,12,low,low,17,17,17,0.7083333333333334,False,high,high,False,2,1.0,18,18,18,0.75,False,high,high,False,2,1.0
d27032a0ed0d657ba02115d362b2663718d7cad6513481357a8c04fe6fe67dad,demos,mock,mock-persona,0.0,"{""self_reported_group_ca"": 8, ""self_reported_interpersonal_ca"": 29, ""self_reported_band_group"": ""low"", ""self_reported_band_interpersonal"": ""high""}",,8,29,low,high,58.0,Male,United States,No,Full-Time,37.171699999999994,-77.7477,2-4 days a month,1-2 rides in a typical day,4-8 days a month,1-2 rides in a typical day,20,16,high,moderate,-12,12,12,0.5,False,low,low,False,2,1.0,13,13,13,0.5416666666666666,False,high,high,False,1,0.5
d27032a0ed0d657ba02115d362b2663718d7cad6513481357a8c04fe6fe67dad,employment,mock,mock-persona,0.0,"{""self_reported_group_ca"": 18, ""self_reported_interpersonal_ca"": 15, ""self_reported_band_group"": ""moderate"", ""self_reported_band_interpersonal"": ""moderate""}",,18,15,moderate,moderate,58.0,Male,United States,No,Full-Time,37.171699999999994,-77.7477,2-4 days a month,1-2 rides in a typical day,4-8 days a month,1-2 rides in a typical day,20,16,high,moderate,-2,2,2,0.08333333333333333,False,moderate,moderate,False,1,0.5,-1,1,1,0.041666666666666664,False,moderate,moderate,True,0,0.0
d27032a0ed0d657ba02115d362b2663718d7cad6513481357a8c04fe6fe67dad,geo,mock,mock-persona,0.0,"{""self_reported_group_ca"": 15, ""self_reported_interpersonal_ca"": 12, ""self_reported_band_group"": ""moderate"", ""self_reported_band_interpersonal"": ""low""}",,15,12,moderate,low,58.0,Male,United States,No,Full-Time,37.171699999999994,-77.7477,2-4 days a month,1-2 rides in a typical day,4-8 days a month,1-2 rides in a typical day,20,16,high,moderate,-5,5,5,0.20833333333333334,False,moderate,moderate,False,1,0.5,-4,4,4,0.16666666666666666,False,low,low,False,1,0.5
d27032a0ed0d657ba02115d362b2663718d7cad6513481357a8c04fe6fe67dad,transit,mock,mock-persona,0.0,"{""self_reported_group_ca"": 19, ""self_reported_interpersonal_ca"": 29, ""self_reported_band_group"": ""moderate"", ""self_reported_band_interpersonal"": ""high""}",,19,29,moderate,high,58.0,Male,United States,No,Full-Time,37.171699999999994,-77.7477,2-4 days a month,1-2 rides in a typical day,4-8 days a month,1-2 rides in a typical day,20,16,high,moderate,-1,1,1,0.041666666666666664,False,moderate,moderate,False,1,0.5,13,13,13,0.5416666666666666,False,high,high,False,1,0.5
d27032a0ed0d657ba02115d362b2663718d7cad6513481357a8c04fe6fe67dad,full,mock,mock-persona,0.0,"{""self_reported_group_ca"": 19, ""self_reported_interpersonal_ca"": 29, ""self_reported_band_group"": ""moderate"", ""self_reported_band_interpersonal"": ""high""}",,19,29,moderate,high,58.0,Male,United States,No,Full-Time,37.171699999999994,-77.7477,2-4 days a month,1-2 rides in a typical day,4-8 days a month,1-2 rides in a typical day,20,16,high,moderate,-1,1,1,0.041666666666666664,False,moderate,moderate,False,1,0.5,13,13,13,0.5416666666666666,False,high,high,False,1,0.5
d27032a0ed0d657ba02115d362b2663718d7cad6513481357a8c04fe6fe67dad,v3_rideshare,mock,mock-persona,0.0,"{""self_reported_group_ca"": 17, ""self_reported_interpersonal_ca"": 6, ""self_reported_band_group"": ""moderate"", ""self_reported_band_interpersonal"": ""low""}",,17,6,moderate,low,58.0,Male,United States,No,Full-Time,37.171699999999994,-77.7477,2-4 days a month,1-2 rides in a typical day,4-8 days a month,1-2 rides in a typical day,20,16,high,moderate,-3,3,3,0.125,False,moderate,moderate,False,1,0.5,-10,10,10,0.4166666666666667,False,low,low,False,1,0.5
d27032a0ed0d657ba02115d362b2663718d7cad6513481357a8c04fe6fe67dad,v3_public_transit,mock,mock-persona,0.0,"{""self_reported_group_ca"": 9, ""self_reported_interpersonal_ca"": 13, ""self_reported_band_group"": ""low"", ""self_reported_band_interpersonal"": ""low""}",,9,13,low,low,58.0,Male,United States,No,Full-Time,37.171699999999994,-77.7477,2-4 days a month,1-2 rides in a typical day,4-8 days a month,1-2 rides in a typical day,20,16,high,moderate,-11,11,11,0.4583333333333333,False,low,low,False,2,1.0,-3,3,3,0.125,False,low,low,False,1,0.5
d27032a0ed0d657ba02115d362b2663718d7cad6513481357a8c04fe6fe67dad,v3_voice,mock,mock-persona,0.0,"{""self_reported_group_ca"": 15, ""self_reported_interpersonal_ca"": 12, ""self_reported_band_group"": ""moderate"", ""self_reported_band_interpersonal"": ""low""}",,15,12,moderate,low,58.0,Male,United States,No,Full-Time,37.171699999999994,-77.7477,2-4 days a month,1-2 rides in a typical day,4-8 days a month,1-2 rides in a typical day,20,16,high,moderate,-5,5,5,0.20833333333333334,False,moderate,moderate,False,1,0.5,-4,4,4,0.16666666666666666,False,low,low,False,1,0.5
6bed08570e64a871d7187ded22fee599cf3e8216c0b9b650670a049bb2bfffbe,demos,mock,mock-persona,0.0,"{""self_reported_group_ca"": 15, ""self_reported_interpersonal_ca"": 8, ""self_reported_band_group"": ""moderate"", ""self_reported_band_interpersonal"": ""low""}",,15,8,moderate,low,37.0,Female,United States,Yes,Full-Time,37.190999999999995,-98.302,0-1 days a month,3-4 rides in a typical day,4-8 days a month,5-6 rides in a typical day,19,20,moderate,high,-4,4,4,0.16666666666666666,False,moderate,moderate,True,0,0.0,-12,12,12,0.5,False,low,low,False,2,1.0
6bed08570e64a871d7187ded22fee599cf3e8216c0b9b650670a049bb2bfffbe,employment,mock,mock-persona,0.0,"{""self_reported_group_ca"": 24, ""self_reported_interpersonal_ca"": 6, ""self_reported_band_group"": ""high"", ""self_reported_band_interpersonal"": ""low""}",,24,6,high,low,37.0,Female,United States,Yes,Full-Time,37.190999999999995,-98.302,0-1 days a month,3-4 rides in a typical day,4-8 days a month,5-6 rides in a typical day,19,20,moderate,high,5,5,5,0.20833333333333334,False,high,high,False,1,0.5,-14,14,14,0.5833333333333334,False,low,low,False,2,1.0
6bed08570e64a871d7187ded22fee599cf3e8216c0b9b650670a049bb2bfffbe,geo,mock,mock-persona,0.0,"{""self_reported_group_ca"": 24, ""self_reported_interpersonal_ca"": 9, ""self_reported_band_group"": ""high"", ""self_reported_band_interpersonal"": ""low""}",,24,9,high,low,37.0,Female,United States,Yes,Full-Time,37.190999999999995,-98.302,0-1 days a month,3-4 rides in a typical day,4-8 days a month,5-6 rides in a typical day,19,20,moderate,high,5,5,5,0.20833333333333334,False,high,high,False,1,0.5,-11,11,11,0.4583333333333333,False,low,low,False,2,1.0
6bed08570e64a871d7187ded22fee599cf3e8216c0b9b650670a049bb2bfffbe,transit,mock,mock-persona,0.0,"{""self_reported_group_ca"": 14, ""self_reported_interpersonal_ca"": 8, ""self_reported_band_group"": ""moderate"", ""self_reported_band_interpersonal"": ""low""}",,14,8,moderate,low,37.0,Female,United States,Yes,Full-Time,37.190999999999995,-98.302,0-1 days a month,3-4 rides in a typical day,4-8 days a month,5-6 rides in a typical day,19,20,moderate,high,-5,5,5,0.20833333333333334,False,moderate,moderate,True,0,0.0,-12,12,12,0.5,False,low,low,False,2,1.0
6bed08570e64a871d7187ded22fee599cf3e8216c0b9b650670a049bb2bfffbe,full,mock,mock-persona,0.0,"{""self_reported_group_ca"": 14, ""self_reported_interpersonal_ca"": 8, ""self_reported_band_group"": ""moderate"", ""self_reported_band_interpersonal"": ""low""}",,14,8,moderate,low,37.0,Female,United States,Yes,Full-Time,37.190999999999995,-98.302,0-1 days a month,3-4 rides in a typical day,4-8 days a month,5-6 rides in a typical day,19,20,moderate,high,-5,5,5,0.20833333333333334,False,moderate,moderate,True,0,0.0,-12,12,12,0.5,False,low,low,False,2,1.0
6bed08570e64a871d7187ded22fee599cf3e8216c0b9b650670a049bb2bfffbe,v3_rideshare,mock,mock-persona,0.0,"{""self_reported_group_ca"": 27, ""self_reported_interpersonal_ca"": 6, ""self_reported_band_group"": ""high"", ""self_reported_band_interpersonal"": ""low""}",,27,6,high,low,37.0,Female,United States,Yes,Full-Time,37.190999999999995,-98.302,0-1 days a month,3-4 rides in a typical day,4-8 days a month,5-6 rides in a typical day,19,20,moderate,high,8,8,8,0.3333333333333333,False,high,high,False,1,0.5,-14,14,14,0.5833333333333334,False,low,low,False,2,1.0
6bed08570e64a871d7187ded22fee599cf3e8216c0b9b650670a049bb2bfffbe,v3_public_transit,mock,mock-persona,0.0,"{""self_reported_group_ca"": 7, ""self_reported_interpersonal_ca"": 13, ""self_reported_band_group"": ""low"", ""self_reported_band_interpersonal"": ""low""}",,7,13,low,low,37.0,Female,United States,Yes,Full-Time,37.190999999999995,-98.302,0-1 days a month,3-4 rides in a typical day,4-8 days a month,5-6 rides in a typical day,19,20,moderate,high,-12,12,12,0.5,False,low,low,False,1,0.5,-7,7,7,0.2916666666666667,False,low,low,False,2,1.0
6bed08570e64a871d7187ded22fee599cf3e8216c0b9b650670a049bb2bfffbe,v3_voice,mock,mock-persona,0.0,"{""self_reported_group_ca"": 24, ""self_reported_interpersonal_ca"": 9, ""self_reported_band_group"": ""high"", ""self_reported_band_interpersonal"": ""low""}",,24,9,high,low,37.0,Female,United States,Yes,Full-Time,37.190999999999995,-98.302,0-1 days a month,3-4 rides in a typical day,4-8 days a month,5-6 rides in a typical day,19,20,moderate,high,5,5,5,0.20833333333333334,False,high,high,False,1,0.5,-11,11,11,0.4583333333333333,False,low,low,False,2,1.0
d1085bc24a7fe88b0d48a1501dbcd444ede1c0f1f134a5a05898a6bc84d7cf18,demos,mock,mock-persona,0.0,"{""self_reported_group_ca"": 23, ""self_reported_interpersonal_ca"": 14, ""self_reported_band_group"": ""high"", ""self_reported_band_interpersonal"": ""moderate""}",,23,14,high,moderate,37.0,Female,United States,No,Other,33.9156,-83.4325,Never,,0-1 days a month,1-2 rides in a typical day,26,27,high,high,-3,3,3,0.125,False,high,high,True,0,0.0,-13,13,13,0.5416666666666666,False,moderate,moderate,False,1,0.5
d1085bc24a7fe88b0d48a1501dbcd444ede1c0f1f134a5a05898a6bc84d7cf18,employment,mock,mock-persona,0.0,"{""self_reported_group_ca"": 12, ""self_reported_interpersonal_ca"": 29, ""self_reported_band_group"": ""low"", ""self_reported_band_interpersonal"": ""high""}",,12,29,low,high,37.0,Female,United States,No,Other,33.9156,-83.4325,Never,,0-1 days a month,1-2 rides in a typical day,26,27,high,high,-14,14,14,0.5833333333333334,False,low,low,False,2,1.0,2,2,2,0.08333333333333333,False,high,high,True,0,0.0
d1085bc24a7fe88b0d48a1501dbcd444ede1c0f1f134a5a05898a6bc84d7cf18,geo,mock,mock-persona,0.0,"{""self_reported_group_ca"": 8, ""self_reported_interpersonal_ca"": 27, ""self_reported_band_group"": ""low"", ""self_reported_band_interpersonal"": ""high""}",,8,27,low,high,37.0,Female,United States,No,Other,33.9156,-83.4325,Never,,0-1 days a month,1-2 rides in a typical day,26,27,high,high,-18,18,18,0.75,False,low,low,False,2,1.0,0,0,0,0.0,True,high,high,True,0,0.0
d1085bc24a7fe88b0d48a1501dbcd444ede1c0f1f134a5a05898a6bc84d7cf18,transit,mock,mock-persona,0.0,"{""self_reported_group_ca"": 14, ""self_reported_interpersonal_ca"": 22, ""self_reported_band_group"": ""moderate"", ""self_reported_band_interpersonal"": ""high""}",,14,22,moderate,high,37.0,Female,United States,No,Other,33.9156,-83.4325,Never,,0-1 days a month,1-2 rides in a typical day,26,27,high,high,-12,12,12,0.5,False,moderate,moderate,False,1,0.5,-5,5,5,0.20833333333333334,False,high,high,True,0,0.0
d1085bc24a7fe88b0d48a1501dbcd444ede1c0f1f134a5a05898a6bc84d7cf18,full,mock,mock-persona,0.0,"{""self_reported_group_ca"": 14, ""self_reported_interpersonal_ca"": 22, ""self_reported_band_group"": ""moderate"", ""self_reported_band_interpersonal"": ""high""}",,14,22,moderate,high,37.0,Female,United States,No,Other,33.9156,-83.4325,Never,,0-1 days a month,1-2 rides in a typical day,26,27,high,high,-12,12,12,0.5,False,moderate,moderate,False,1,0.5,-5,5,5,0.20833333333333334,False,high,high,True,0,0.0
d1085bc24a7fe88b0d48a1501dbcd444ede1c0f1f134a5a05898a6bc84d7cf18,v3_rideshare,mock,mock-persona,0.0,"{""self_reported_group_ca"": 7, ""self_reported_interpersonal_ca"": 8, ""self_reported_band_group"": ""low"", ""self_reported_band_interpersonal"": ""low""}",,7,8,low,low,37.0,Female,United States,No,Other,33.9156,-83.4325,Never,,0-1 days a month,1-2 rides in a typical day,26,27,high,high,-19,19,19,0.7916666666666666,False,low,low,False,2,1.0,-19,19,19,0.7916666666666666,False,low,low,False,2,1.0
d1085bc24a7fe88b0d48a1501dbcd444ede1c0f1f134a5a05898a6bc84d7cf18,v3_public_transit,mock,mock-persona,0.0,"{""self_reported_group_ca"": 30, ""self_reported_interpersonal_ca"": 6, ""self_reported_band_group"": ""high"", ""self_reported_band_interpersonal"": ""low""}",,30,6,high,low,37.0,Female,United States,No,Other,33.9156,-83.4325,Never,,0-1 days a month,1-2 rides in a typical day,26,27,high,high,4,4,4,0.16666666666666666,False,high,high,True,0,0.0,-21,21,21,0.875,False,low,low,False,2,1.0
d1085bc24a7fe88b0d48a1501dbcd444ede1c0f1f134a5a05898a6bc84d7cf18,v3_voice,mock,mock-persona,0.0,"{""self_reported_group_ca"": 8, ""self_reported_interpersonal_ca"": 27, ""self_reported_band_group"": ""low"", ""self_reported_band_interpersonal"": ""high""}",,8,27,low,high,37.0,Female,United States,No,Other,33.9156,-83.4325,Never,,0-1 days a month,1-2 rides in a typical day,26,27,high,high,-18,18,18,0.75,False,low,low,False,2,1.0,0,0,0,0.0,True,high,high,True,0,0.0
0f3ded842c5efc1b216f93f3e3c21bdf53c0f03eb9d047b682515b559eb2b880,demos,mock,mock-persona,0.0,"{""self_reported_group_ca"": 24, ""self_reported_interpersonal_ca"": 21, ""self_reported_band_group"": ""high"", ""self_reported_band_interpersonal"": ""high""}",,24,21,high,high,27.0,Male,United States,No,Full-Time,41.3962,-73.3566,8 or more days a month,3-4 rides in a typical day,4-8 days a month,3-4 rides in a typical day,9,14,low,moderate,15,15,15,0.625,False,high,high,False,2,1.0,7,7,7,0.2916666666666667,False,high,high,False,1,0.5
0f3ded842c5efc1b216f93f3e3c21bdf53c0f03eb9d047b682515b559eb2b880,employment,mock,mock-persona,0.0,"{""self_reported_group_ca"": 15, ""self_reported_interpersonal_ca"": 15, ""self_reported_band_group"": ""moderate"", ""self_reported_band_interpersonal"": ""moderate""}",,15,15,moderate,moderate,27.0,Male,United States,No,Full-Time,41.3962,-73.3566,8 or more days a month,3-4 rides in a typical day,4-8 days a month,3-4 rides in a typical day,9,14,low,moderate,6,6,6,0.25,False,moderate,moderate,False,1,0.5,1,1,1,0.041666666666666664,False,moderate,moderate,True,0,0.0
0f3ded842c5efc1b216f93f3e3c21bdf53c0f03eb9d047b682515b559eb2b880,geo,mock,mock-persona,0.0,"{""self_reported_group_ca"": 16, ""self_reported_interpersonal_ca"": 7, ""self_reported_band_group"": ""moderate"", ""self_reported_band_interpersonal"": ""low""}",,16,7,moderate,low,27.0,Male,United States,No,Full-Time,41.3962,-73.3566,8 or more days a month,3-4 rides in a typical day,4-8 days a month,3-4 rides in a typical day,9,14,low,moderate,7,7,7,0.2916666666666667,False,moderate,moderate,False,1,0.5,-7,7,7,0.2916666666666667,False,low,low,False,1,0.5
0f3ded842c5efc1b216f93f3e3c21bdf53c0f03eb9d047b682515b559eb2b880,transit,mock,mock-persona,0.0,"{""self_reported_group_ca"": 6, ""self_reported_interpersonal_ca"": 25, ""self_reported_band_group"": ""low"", ""self_reported_band_interpersonal"": ""high""}",,6,25,low,high,27.0,Male,United States,No,Full-Time,41.3962,-73.3566,8 or more days a month,3-4 rides in a typical day,4-8 days a month,3-4 rides in a typical day,9,14,low,moderate,-3,3,3,0.125,False,low,low,True,0,0.0,11,11,11,0.4583333333333333,False,high,high,False,1,0.5
0f3ded842c5efc1b216f93f3e3c21bdf53c0f03eb9d047b682515b559eb2b880,full,mock,mock-persona,0.0,"{""self_reported_group_ca"": 6, ""self_reported_interpersonal_ca"": 25, ""self_reported_band_group"": ""low"", ""self_reported_band_interpersonal"": ""high""}",,6,25,low,high,27.0,Male,United States,No,Full-Time,41.3962,-73.3566,8 or more days a month,3-4 rides in a typical day,4-8 days a month,3-4 rides in a typical day,9,14,low,moderate,-3,3,3,0.125,False,low,low,True,0,0.0,11,11,11,0.4583333333333333,False,high,high,False,1,0.5
0f3ded842c5efc1b216f93f3e3c21bdf53c0f03eb9d047b682515b559eb2b880,v3_rideshare,mock,mock-persona,0.0,"{""self_reported_group_ca"": 10, ""self_reported_interpersonal_ca"": 30, ""self_reported_band_group"": ""low"", ""self_reported_band_interpersonal"": ""high""}",,10,30,low,high,27.0,Male,United States,No,Full-Time,41.3962,-73.3566,8 or more days a month,3-4 rides in a typical day,4-8 days a month,3-4 rides in a typical day,9,14,low,moderate,1,1,1,0.041666666666666664,False,low,low,True,0,0.0,16,16,16,0.6666666666666666,False,high,high,False,1,0.5
0f3ded842c5efc1b216f93f3e3c21bdf53c0f03eb9d047b682515b559eb2b880,v3_public_transit,mock,mock-persona,0.0,"{""self_reported_group_ca"": 23, ""self_reported_interpersonal_ca"": 28, ""self_reported_band_group"": ""high"", ""self_reported_band_interpersonal"": ""high""}",,23,28,high,high,27.0,Male,United States,No,Full-Time,41.3962,-73.3566,8 or more days a month,3-4 rides in a typical day,4-8 days a month,3-4 rides in a typical day,9,14,low,moderate,14,14,14,0.5833333333333334,False,high,high,False,2,1.0,14,14,14,0.5833333333333334,False,high,high,False,1,0.5
0f3ded842c5efc1b216f93f3e3c21bdf53c0f03eb9d047b682515b559eb2b880,v3_voice,mock,mock-persona,0.0,"{""self_reported_group_ca"": 16, ""self_reported_interpersonal_ca"": 7, ""self_reported_band_group"": ""moderate"", ""self_reported_band_interpersonal"": ""low""}",,16,7,moderate,low,27.0,Male,United States,No,Full-Time,41.3962,-73.3566,8 or more days a month,3-4 rides in a typical day,4-8 days a month,3-4 rides in a typical day,9,14,low,moderate,7,7,7,0.2916666666666667,False,moderate,moderate,False,1,0.5,-7,7,7,0.2916666666666667,False,low,low,False,1,0.5
af444fbf978485752f02f6b2c60b0973747235bbc71a3e4331251a1250826863,demos,mock,mock-persona,0.0,"{""self_reported_group_ca"": 23, ""self_reported_interpersonal_ca"": 27, ""self_reported_band_group"": ""high"", ""self_reported_band_interpersonal"": ""high""}",,23,27,high,high,39.0,Female,United Kingdom,No,Full-Time,56.7119,-3.2119,2-4 days a month,1-2 rides in a typical day,Never,,12,12,low,low,11,11,11,0.4583333333333333,False,high,high,False,2,1.0,15,15,15,0.625,False,high,high,False,2,1.0
